FDID,Fire Dept Name,HQ Addr1,HQ Addr2,HQ City,County,HQ State,HQ Zip,Mail Addr1,Mail Addr2,Mail PO Box,Mail City,Mail State,Mail Zip,Website,Number Of Stations,Dept Type,Organization Type,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Station Name,Station PO Box,Station Addr1,Station Addr2,Station City,Station State,Station Zip
"42111","College Township Fire Department","102 E Brooklyn ST","","Gambier","KNOX                     ","OH","43022","","","PO Box 109","Gambier","OH","43022-0109","https://collegetownshipfd.com/","2","Volunteer","Local (includes career, combination, and volunteer)","0","28","0","0","0","Monroe Station 452","","13980 Wooster RD","","Mount Vernon","OH","43050"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 22","","3547 Possum Corner RD","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 8","","3551 Black Creek RD","","Yemassee","SC","29945"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 7","","27250 Lowcountry HWY","","Smoaks","SC","29481"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 6","","503 Fire Station RD","","Green Pond","SC","29446"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 13","","1477 Lowcountry HWY","","Yemassee","SC","29945"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 28","","Bennetts Point RD","","Green Pond","SC","29446"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 12","","8348 Charleston HWY","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 26","","2970 Mount Carmel RD","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 11","","24061 Augusta HWY","","Cottageville","SC","29435"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 25","","1558 White Hall RD","","Yemassee","SC","29945"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 16","","245 Joel Padgett DR","","Williams","SC","29493"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 10","","1985 Adnah Church RD","","Islandton","SC","29929"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 24","","111 Foxfield RD","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","County County Station # 2","","150 Clinic DR","","Jacksonboro","SC","29452"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 20","","85 Station CT","","Edisto Island","SC","29438"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 27","","4211 Hampton ST","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 19","","1118 Thunderbolt DR","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 5","","13871 Augusta HWY","","Round O","SC","29474"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 30","","217 Crumley RD","","Walterboro","SC","29488"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 18","","12232 Bells HWY","","Ruffin","SC","29475"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 4","","2425 Azalea Patch RD","","Ruffin","SC","29475"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 31","","15505 Lowcountry HWY","","Ruffin","SC","29475"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 17","","6800 Sunrise RD","","Smoaks","SC","29481"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 3","","8667 Lodge HWY","","Lodge","SC","29082"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 32","","15238 Round O RD","","Round O","SC","29474"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 15","","547 Ashton RD","","Islandton","SC","29929"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 29","","7187 Cane Branch RD","","Ruffin","SC","29475"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 33","","120 Hickory Hill RD","","Green Pond","SC","29446"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 35","","5278 Round O RD","","Round O","SC","29474"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 34","","3100 Peirce RD","","Cottageville","SC","29435"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Fire-Rescue Station # 36","","19576 Augusta HWY","","Round O","SC","29474"
"15501","Colleton County Fire Rescue","113 Mable T Willis BLVD","","Walterboro","COLLETON                 ","SC","29488-4522","113 Mable T Willis BLVD","","","Walterboro","SC","29488-4522","https://www.colletonfire.com/","37","Mostly Volunteer","Local (includes career, combination, and volunteer)","81","0","140","4","0","Colleton County Station # 21","","15583 Bennetts Point RD","","Green Pond","SC","29446"
